wavelength,transmission
0.599,0.8173590276282421
0.600463,0.8189763678339801
0.601925,0.8206517155151554
0.603387,0.8223803381204815
0.60485,0.8241582379269802
0.606313,0.8259814713137423
0.607775,0.8278453986108321
0.609237,0.8297456846097425
0.6107,0.8316781234806722
0.612162,0.8336389103643232
0.613625,0.8356240344669427
0.615088,0.837629193283431
0.61655,0.83965038854541
0.618013,0.8416838484649289
0.619475,0.8437258534279918
0.620937,0.8457727281906167
0.6224,0.8478207722829564
0.623862,0.849866507192104
0.625325,0.8519064273953441
0.626788,0.853937339662985
0.62825,0.8559557641602614
0.629713,0.8579591425139814
0.631175,0.8599437756003367
0.632637,0.8619074905169032
0.6341,0.863847236558013
0.635563,0.8657601965018227
0.637025,0.8676445008176554
0.638487,0.8694971227519657
0.63995,0.8713160784560694
0.641412,0.8730992796147952
0.642875,0.8748443661897612
0.644338,0.8765501198123509
0.6458,0.8782145171666981
0.647263,0.87983570811812
0.648725,0.8814124588781289
0.650187,0.882943361828332
0.65165,0.8844262062771454
0.653112,0.885860377834935
0.654575,0.8872454483274524
0.656038,0.8885801962221784
0.6575,0.8898639386617163
0.658963,0.8910966327146707
0.660425,0.8922768894501073
0.661887,0.8934048613403144
0.66335,0.8944803506462037
0.664813,0.8955028050626392
0.666275,0.8964720496063711
0.667737,0.8973887302582773
0.6692,0.8982524207805017
0.670662,0.899063609375685
0.672125,0.8998223474932853
0.673588,0.9005293313618726
0.67505,0.9011850882861238
0.676513,0.9017895225814638
0.677975,0.9023441811018643
0.679438,0.9028486314873077
0.6809,0.9033042656001937
0.682362,0.9037119392237932
0.683825,0.904072345855884
0.685288,0.9043862699040217
0.68675,0.9046553309234613
0.688213,0.9048797020773861
0.689675,0.9050605609081187
0.691137,0.9051996495053038
0.6926,0.9052972525739837
0.694063,0.9053546651740071
0.695525,0.9053738280653048
0.696987,0.9053550540449254
0.69845,0.9053001969423619
0.699912,0.9052099429414205
0.701375,0.9050894188040499
0.702838,0.904936613719142
0.7043,0.9047525758102296
0.705763,0.90453837374015
0.707225,0.9042956091314822
0.708688,0.9040256196434556
0.71015,0.9037293767957583
0.711612,0.9034080365257858
0.713075,0.9030633945893239
0.714538,0.9026963265400528
0.716,0.9023084445940895
0.717463,0.9019006316178497
0.718925,0.9014743943291689
0.720387,0.9010305267173118
0.72185,0.9005710798830989
0.723313,0.900096471911213
0.724775,0.8996076647018824
0.726237,0.8991069773453537
0.7277,0.8985945460676272
0.729162,0.898071951787143
0.730625,0.8975399693555108
0.732088,0.8969997180739457
0.73355,0.8964526853518028
0.735013,0.8958991735958234
0.736475,0.895340566748389
0.737938,0.8947777943719426
0.7394,0.8942116752052256
0.740862,0.8936430601063814
0.742325,0.8930730454277804
0.743788,0.8925028154570218
0.74525,0.8919329179897634
0.746713,0.8913639025959976
0.748175,0.8907967628422734
0.749637,0.8902325732719892
0.7511,0.8896714291089348
0.752563,0.8891146636042874
0.754025,0.888562899998187
0.755487,0.888016217563215
0.75695,0.8874755897471857
0.758412,0.8869418957626902
0.759875,0.8864152980912176
0.761338,0.8858963093908383
0.7628,0.885385720729824
0.764263,0.8848835943918294
0.765725,0.8843907966855562
0.767188,0.8839078378303498
0.76865,0.8834345988111444
0.770112,0.8829719487454964
0.771575,0.8825198519830215
0.773038,0.8820790797471005
0.7745,0.8816494214682579
0.775962,0.8812316453161636
0.777425,0.8808258994886368
0.778887,0.8804323206966851
0.78035,0.8800512389040586
0.781813,0.8796824330965803
0.783275,0.8793267648306795
0.784737,0.8789836649277557
0.7862,0.8786538042542089
0.787662,0.8783370656135018
0.789125,0.8780335891906471
0.790587,0.8777434333179664
0.79205,0.8774668227895163
0.793513,0.877203560291844
0.794975,0.8769537801144338
0.796438,0.8767177257250791
0.7979,0.8764948261825715
0.799362,0.8762853239098699
0.800825,0.8760893655598175
0.802288,0.8759068338663353
0.80375,0.875737438851132
0.805212,0.8755811507345314
