wavelength,transmission_loss,composite_transmission
356.49153278332614,0.029902280130293158,0.694681615828647
361.49153278332614,0.016975834325045114,0.8142735552359718
366.49153278332614,0.009800200051910493,0.8885339185551991
371.49153278332614,0.0063619126390149425,0.9262724824009225
376.49153278332614,0.005302623542270138,0.9381918798271023
381.49153278332614,0.005341434170587822,0.9377527029955661
386.49153278332614,0.005666566732823919,0.9340809338289088
391.49153278332614,0.006138958536069388,0.9287696246324826
396.49153278332614,0.006671490597689391,0.9228153361911062
401.49153278332614,0.007177043935049085,0.91719509689776
406.49153278332614,0.007568499565513632,0.9128648553469165
411.49153278332614,0.0077655804132606586,0.9106918673456217
416.49153278332614,0.00776300460705699,0.9107202372454105
421.49153278332614,0.007601801405961235,0.9124973401703254
426.49153278332614,0.0073236839170101615,0.9155707798969664
431.49153278332614,0.006970365247240538,0.9194889423901424
436.49153278332614,0.006583558503689137,0.9237960945597659
441.49153278332614,0.006204976793392724,0.928029561144575
446.49153278332614,0.005876333223388069,0.9317190095092736
451.49153278332614,0.005639340900711946,0.934387892762332
456.49153278332614,0.005530663123398331,0.9356141069629684
461.49153278332614,0.0055462153199686785,0.9354385407291397
466.49153278332614,0.0056622169084033684,0.9341299699250307
471.49153278332614,0.005854759215271119,0.9319616752483506
476.49153278332614,0.006099933567140648,0.929207348212134
481.49153278332614,0.006373831290580673,0.926139163952525
486.49153278332614,0.006652543712159911,0.9230265812414354
491.49153278332614,0.00691216215844708,0.9201358638922659
496.49153278332614,0.007128777956010898,0.9177303120571177
501.49153278332614,0.007278482431420078,0.9160711910571333
506.49153278332614,0.007340956001588523,0.9153796323604784
511.49153278332614,0.007320712568808511,0.9156036670445771
516.4915327833262,0.007232767184558057,0.9165775448941446
521.4915327833262,0.007092172350083303,0.9181364177392274
526.4915327833262,0.006913980566630387,0.9201156461551754
531.4915327833262,0.006713244335445448,0.9223499664867829
536.4915327833262,0.006503544547646166,0.9246893674755504
541.4915327833262,0.006292301025253029,0.9270514884447197
546.4915327833262,0.0060853214927657955,0.9293712932035223
551.4915327833262,0.005888413669275841,0.9315831532264238
556.4915327833262,0.005707385273874539,0.9336208964334943
561.4915327833262,0.005548044025653267,0.9354178987505736
566.4915327833262,0.0054161976437033955,0.9369072188285044
571.4915327833262,0.005317653847116304,0.9380217761743365
576.4915327833262,0.005258220354983363,0.9386945726896567
581.4915327833262,0.00524354671422353,0.938860748693828
586.4915327833262,0.005274609150897483,0.9385090047747267
591.4915327833262,0.005347050797861035,0.937689161466701
596.4915327833262,0.005456223939495172,0.9364548572367305
601.4915327833262,0.005597480860180881,0.9348600261536915
606.4915327833262,0.00576617384429915,0.9329586962896352
611.4915327833262,0.005957655176230964,0.930804815855029
616.4915327833262,0.006167277140357312,0.9284521073504655
621.4915327833262,0.0063903920210591795,0.9259539498065057
626.4915327833262,0.006622352102717556,0.9233632890090672
631.4915327833262,0.006858509669713424,0.9207325754705323
636.4915327833262,0.007094326418682084,0.9181125157595222
641.4915327833262,0.007326550774789272,0.9155390502850733
646.4915327833262,0.007552768398063318,0.9130385098339311
651.4915327833262,0.007770579224350826,0.9106368128095766
656.4915327833262,0.0079775831894984,0.9083596465112433
661.4915327833262,0.008171380229352647,0.9062324963207677
666.4915327833262,0.008349570279760167,0.9042806815411871
671.4915327833262,0.00850975327656757,0.9025293978328254
676.4915327833262,0.008649529155621463,0.9010037662187704
681.4915327833262,0.008766497852768444,0.8997288886621649
686.4915327833262,0.00885825930385512,0.8987299102527099
691.4915327833262,0.008922413444728102,0.8980320880792532
696.4915327833262,0.008956560211233987,0.8976608669093976
701.4915327833262,0.008958299539219387,0.8976419618459048
706.4915327833262,0.008925987705980723,0.8979932244705193
711.4915327833262,0.008861396382492205,0.8986957758333051
716.4915327833262,0.008767260846679177,0.8997205779895857
721.4915327833262,0.008646316432829447,0.9010388060197236
726.4915327833262,0.008501298475230824,0.902621756558637
731.4915327833262,0.008334942308171119,0.904440764549817
736.4915327833262,0.008149983265938132,0.9064671286848737
741.4915327833262,0.007949156682819676,0.9086720454375883
746.4915327833262,0.007735197893103557,0.9110265516550691
751.4915327833262,0.007510842210534817,0.9135014759425845
756.4915327833262,0.007278708975269432,0.9160686824377904
761.4915327833262,0.007041029201428616,0.9187040800037934
766.4915327833262,0.006799952718734907,0.9213842382633459
771.4915327833262,0.00655762935691084,0.9240854799467455
776.4915327833262,0.00631620894567895,0.9267838732422194
781.4915327833262,0.006077841314761776,0.9294552297902744
786.4915327833262,0.005844676293881853,0.9320751084183795
791.4915327833262,0.005618863712761717,0.9346188247117437
796.4915327833262,0.005402553401123902,0.9370614665117768
801.4915327833262,0.005197895188690949,0.9393779154260996
806.4915327833262,0.00500703890518539,0.9415428744225698
811.4915327833262,0.004832134380329763,0.9435309015646661
816.4915327833262,0.004675331443846605,0.9453164499267164
821.4915327833262,0.004538779925458451,0.9468739137047948
826.4915327833262,0.004424629654887838,0.9481776805127372
831.4915327833262,0.0043350304618573,0.9492021898224905
836.4915327833262,0.004272132176089375,0.949921997474221
841.4915327833262,0.0042380846273066,0.9503118461440989
846.4915327833262,0.004235037618578786,0.9503467419220293
851.4915327833262,0.004264699120761684,0.9500070943714427
856.4915327833262,0.004327213109492435,0.9492916243448808
861.4915327833262,0.0044223776646771015,0.9482034181533032
866.4915327833262,0.004549990866221743,0.9467459566576822
871.4915327833262,0.004709850794032418,0.9449231050789828
876.4915327833262,0.004901755528015189,0.9427391022719832
881.4915327833262,0.005125503148076114,0.9401985494955017
886.4915327833262,0.005380891734121255,0.9373063987120939
891.4915327833262,0.005667719366056672,0.9340679404507187
896.4915327833262,0.005985784123788425,0.9304887912661962
901.4915327833262,0.006334884087222574,0.9265748808294847
906.4915327833262,0.00671481733626518,0.9223324386829542
911.4915327833262,0.0071253341870551766,0.9177685105027561
916.4915327833262,0.007565881703868742,0.9128937515102693
921.4915327833262,0.008035788320467701,0.9077202964365476
926.4915327833262,0.00853438219570043,0.902260405329771
931.4915327833262,0.009060991488415307,0.8965264315578849
936.4915327833262,0.009614944357460718,0.8905307937531868
941.4915327833262,0.010195568961685036,0.8842859486871513
946.4915327833262,0.010802193459936642,0.8778043651212477
951.4915327833262,0.011434146011063918,0.8710984986737559
956.4915327833262,0.012090754773915243,0.864180767737035
961.4915327833262,0.012771347907338996,0.8570635304741666
966.4915327833262,0.013475253570183558,0.8497590629186984
971.4915327833262,0.014201799921297307,0.8422795381959959
976.4915327833262,0.014950315119528622,0.8346370068798993
981.4915327833262,0.015720127323725887,0.8268433784935751
986.4915327833262,0.01651056469273747,0.8189104041590339
991.4915327833262,0.017320955385411767,0.8108496603954601
996.4915327833262,0.01815062756059714,0.802672534062487
