# Transmission spectrum extracted from transmission.png
# Columns: pixel_x, pixel_y, x_normalized, y_normalized
# Note: x_normalized and y_normalized are in range [0, 1]
# The actual wavelength/frequency and transmission values depend on the original plot axes
# Modify the ranges in the script if you know the actual axis values
#
# pixel_x    pixel_y    x_normalized    y_normalized(transmission)
   672.0     240.5  0.614260  0.373698
   673.0     240.7  0.615174  0.373210
   674.0     240.9  0.616088  0.372721
   675.0     314.5  0.617002  0.180990
   676.0     314.5  0.617916  0.180990
   677.0     315.0  0.618830  0.179688
   678.0     278.3  0.619744  0.275228
   679.0     241.6  0.620658  0.370768
   680.0     279.1  0.621572  0.273275
   681.0     316.5  0.622486  0.175781
   682.0     316.5  0.623400  0.175781
   683.0     317.0  0.624314  0.174479
   684.0     279.7  0.625229  0.271647
   685.0     242.4  0.626143  0.368815
   686.0     280.4  0.627057  0.269694
   687.0     318.5  0.627971  0.170573
   688.0     319.0  0.628885  0.169271
   689.0     319.5  0.629799  0.167969
   690.0     294.0  0.630713  0.234266
   691.0     268.6  0.631627  0.300564
   692.0     243.1  0.632541  0.366862
   693.0     321.0  0.633455  0.164062
   694.0     321.5  0.634369  0.162760
   695.0     321.5  0.635283  0.162760
   696.0     282.7  0.636197  0.263835
   697.0     243.9  0.637112  0.364909
   698.0     283.4  0.638026  0.261882
   699.0     323.0  0.638940  0.158854
   700.0     323.5  0.639854  0.157552
   701.0     323.5  0.640768  0.157552
   702.0     244.6  0.641682  0.362956
   703.0     271.2  0.642596  0.293620
   704.0     297.9  0.643510  0.224284
   705.0     324.5  0.644424  0.154948
   706.0     325.0  0.645338  0.153646
   707.0     325.5  0.646252  0.152344
   708.0     245.4  0.647166  0.361003
   709.0     272.6  0.648080  0.290148
   710.0     299.8  0.648995  0.219293
   711.0     327.0  0.649909  0.148438
   712.0     327.5  0.650823  0.147135
   713.0     328.0  0.651737  0.145833
   714.0     234.6  0.652651  0.389137
   715.0     234.6  0.653565  0.389137
   716.0     234.6  0.654479  0.389137
   717.0     329.0  0.655393  0.143229
   718.0     329.5  0.656307  0.141927
   719.0     329.5  0.657221  0.141927
   720.0     246.9  0.658135  0.357096
   721.0     247.1  0.659049  0.356608
   722.0     247.2  0.659963  0.356120
   723.0     331.5  0.660878  0.136719
   724.0     331.5  0.661792  0.136719
   725.0     331.5  0.662706  0.136719
   726.0     247.6  0.663620  0.355143
   727.0     276.1  0.664534  0.281033
   728.0     304.5  0.665448  0.206923
   729.0     333.0  0.666362  0.132812
   730.0     333.5  0.667276  0.131510
   731.0     333.5  0.668190  0.131510
   732.0     290.9  0.669104  0.242350
   733.0     248.4  0.670018  0.353190
   734.0     291.4  0.670932  0.241048
   735.0     334.5  0.671846  0.128906
   736.0     335.0  0.672761  0.127604
   737.0     335.5  0.673675  0.126302
   738.0     286.2  0.674589  0.254743
   739.0     236.9  0.675503  0.383185
   740.0     236.9  0.676417  0.383185
   741.0     336.5  0.677331  0.123698
   742.0     337.0  0.678245  0.122396
   743.0     337.5  0.679159  0.121094
   744.0     237.1  0.680073  0.382440
   745.0     237.1  0.680987  0.382440
   746.0     287.8  0.681901  0.250465
   747.0     338.5  0.682815  0.118490
   748.0     338.5  0.683729  0.118490
   749.0     339.0  0.684644  0.117188
   750.0     220.8  0.685558  0.424913
   751.0     220.8  0.686472  0.424913
   752.0     220.8  0.687386  0.424913
   753.0     339.5  0.688300  0.115885
   754.0     340.0  0.689214  0.114583
   755.0     340.5  0.690128  0.113281
   756.0     310.7  0.691042  0.190972
   757.0     280.8  0.691956  0.268663
   758.0     251.0  0.692870  0.346354
   759.0     341.5  0.693784  0.110677
   760.0     341.5  0.694698  0.110677
   761.0     342.0  0.695612  0.109375
   762.0     238.6  0.696527  0.378720
   763.0     238.6  0.697441  0.378720
   764.0     238.6  0.698355  0.378720
   765.0     342.5  0.699269  0.108073
   766.0     343.0  0.700183  0.106771
   767.0     343.5  0.701097  0.105469
   768.0     313.0  0.702011  0.184787
   769.0     282.6  0.702925  0.264106
   770.0     252.1  0.703839  0.343424
   771.0     344.5  0.704753  0.102865
   772.0     344.5  0.705667  0.102865
   773.0     344.5  0.706581  0.102865
   774.0     298.5  0.707495  0.222656
   775.0     252.5  0.708410  0.342448
   776.0     299.0  0.709324  0.221354
   777.0     345.5  0.710238  0.100260
   778.0     345.5  0.711152  0.100260
   779.0     345.5  0.712066  0.100260
   780.0     299.2  0.712980  0.220866
   781.0     252.9  0.713894  0.341471
   782.0     299.7  0.714808  0.219564
   783.0     346.5  0.715722  0.097656
   784.0     346.5  0.716636  0.097656
   785.0     346.5  0.717550  0.097656
   786.0     315.4  0.718464  0.178602
   787.0     284.3  0.719378  0.259549
   788.0     253.2  0.720293  0.340495
   789.0     347.5  0.721207  0.095052
   790.0     347.5  0.722121  0.095052
   791.0     347.5  0.723035  0.095052
   792.0     240.0  0.723949  0.375000
   793.0     240.0  0.724863  0.375000
   794.0     240.0  0.725777  0.375000
   795.0     347.5  0.726691  0.095052
   796.0     347.5  0.727605  0.095052
   797.0     348.0  0.728519  0.093750
   798.0     240.3  0.729433  0.374256
   799.0     240.3  0.730347  0.374256
   800.0     240.3  0.731261  0.374256
   801.0     348.5  0.732176  0.092448
   802.0     348.5  0.733090  0.092448
   803.0     348.5  0.734004  0.092448
   804.0     240.3  0.734918  0.374256
   805.0     240.3  0.735832  0.374256
   806.0     240.3  0.736746  0.374256
   807.0     348.5  0.737660  0.092448
   808.0     348.5  0.738574  0.092448
   809.0     348.5  0.739488  0.092448
   810.0     301.2  0.740402  0.215495
   811.0     254.0  0.741316  0.338542
   812.0     301.8  0.742230  0.214193
   813.0     349.5  0.743144  0.089844
   814.0     349.5  0.744059  0.089844
   815.0     349.5  0.744973  0.089844
   816.0     240.6  0.745887  0.373512
   817.0     240.6  0.746801  0.373512
   818.0     240.6  0.747715  0.373512
   819.0     349.5  0.748629  0.089844
   820.0     349.5  0.749543  0.089844
   821.0     349.5  0.750457  0.089844
   822.0     240.6  0.751371  0.373512
   823.0     240.6  0.752285  0.373512
   824.0     240.6  0.753199  0.373512
   825.0     349.5  0.754113  0.089844
   826.0     349.5  0.755027  0.089844
   827.0     349.5  0.755941  0.089844
   828.0     240.3  0.756856  0.374256
   829.0     240.3  0.757770  0.374256
   830.0     240.3  0.758684  0.374256
   831.0     348.5  0.759598  0.092448
   832.0     348.5  0.760512  0.092448
   833.0     348.5  0.761426  0.092448
   834.0     240.3  0.762340  0.374256
   835.0     240.3  0.763254  0.374256
   836.0     240.3  0.764168  0.374256
   837.0     348.5  0.765082  0.092448
   838.0     348.5  0.765996  0.092448
   839.0     348.5  0.766910  0.092448
   840.0     240.3  0.767824  0.374256
   841.0     240.3  0.768739  0.374256
   842.0     240.0  0.769653  0.375000
   843.0     347.5  0.770567  0.095052
   844.0     347.5  0.771481  0.095052
   845.0     347.5  0.772395  0.095052
   846.0     240.0  0.773309  0.375000
   847.0     240.0  0.774223  0.375000
   848.0     240.0  0.775137  0.375000
   849.0     346.5  0.776051  0.097656
   850.0     346.5  0.776965  0.097656
   851.0     346.5  0.777879  0.097656
   852.0     239.7  0.778793  0.375744
   853.0     239.7  0.779707  0.375744
   854.0     239.7  0.780622  0.375744
   855.0     346.5  0.781536  0.097656
   856.0     345.5  0.782450  0.100260
   857.0     345.5  0.783364  0.100260
   858.0     239.4  0.784278  0.376488
   859.0     239.4  0.785192  0.376488
   860.0     239.4  0.786106  0.376488
   861.0     345.5  0.787020  0.100260
   862.0     344.5  0.787934  0.102865
   863.0     344.5  0.788848  0.102865
   864.0     239.1  0.789762  0.377232
   865.0     238.9  0.790676  0.377976
   866.0     238.9  0.791590  0.377976
   867.0     343.5  0.792505  0.105469
   868.0     343.5  0.793419  0.105469
   869.0     342.5  0.794333  0.108073
   870.0     238.6  0.795247  0.378720
   871.0     238.6  0.796161  0.378720
   872.0     238.6  0.797075  0.378720
   873.0     342.0  0.797989  0.109375
   874.0     341.5  0.798903  0.110677
   875.0     341.5  0.799817  0.110677
   876.0     238.0  0.800731  0.380208
   877.0     238.0  0.801645  0.380208
   878.0     238.0  0.802559  0.380208
   879.0     340.5  0.803473  0.113281
   880.0     339.5  0.804388  0.115885
   881.0     339.5  0.805302  0.115885
   882.0     220.8  0.806216  0.424913
   883.0     220.5  0.807130  0.425781
   884.0     220.5  0.808044  0.425781
   885.0     338.5  0.808958  0.118490
   886.0     338.0  0.809872  0.119792
   887.0     337.5  0.810786  0.121094
   888.0     237.1  0.811700  0.382440
   889.0     236.9  0.812614  0.383185
   890.0     236.9  0.813528  0.383185
   891.0     336.0  0.814442  0.125000
   892.0     335.5  0.815356  0.126302
   893.0     335.0  0.816271  0.127604
   894.0     236.3  0.817185  0.384673
   895.0     236.3  0.818099  0.384673
   896.0     236.0  0.819013  0.385417
   897.0     333.5  0.819927  0.131510
   898.0     333.0  0.820841  0.132812
   899.0     332.5  0.821755  0.134115
   900.0     247.6  0.822669  0.355143
   901.0     275.2  0.823583  0.283203
   902.0     302.9  0.824497  0.211263
   903.0     330.5  0.825411  0.139323
   904.0     330.5  0.826325  0.139323
   905.0     330.0  0.827239  0.140625
   906.0     288.2  0.828154  0.249349
   907.0     246.5  0.829068  0.358073
   908.0     287.2  0.829982  0.251953
   909.0     328.0  0.830896  0.145833
   910.0     327.5  0.831810  0.147135
   911.0     327.0  0.832724  0.148438
   912.0     245.4  0.833638  0.361003
   913.0     245.2  0.834552  0.361491
   914.0     245.0  0.835466  0.361979
   915.0     244.8  0.836380  0.362467
   916.0     244.6  0.837294  0.362956
   917.0     244.4  0.838208  0.363444
   918.0     244.2  0.839122  0.363932
   919.0     244.1  0.840037  0.364421
   920.0     243.9  0.840951  0.364909
   921.0     321.0  0.841865  0.164062
   922.0     320.5  0.842779  0.165365
   923.0     320.0  0.843693  0.166667
   924.0     281.4  0.844607  0.267253
   925.0     242.8  0.845521  0.367839
   926.0     280.4  0.846435  0.269857
   927.0     318.0  0.847349  0.171875
   928.0     317.0  0.848263  0.174479
   929.0     316.5  0.849177  0.175781
   930.0     241.6  0.850091  0.370768
   931.0     241.4  0.851005  0.371257
   932.0     241.2  0.851920  0.371745
   933.0     314.5  0.852834  0.180990
   934.0     314.0  0.853748  0.182292
   935.0     313.0  0.854662  0.184896
   936.0     240.1  0.855576  0.374674
   937.0     239.8  0.856490  0.375651
   938.0     274.9  0.857404  0.284180
   939.0     310.0  0.858318  0.192708
   940.0     309.5  0.859232  0.194010
   941.0     309.0  0.860146  0.195312
   942.0     277.6  0.861060  0.277199
   943.0     246.1  0.861974  0.359086
   944.0     275.8  0.862888  0.281756
   945.0     305.5  0.863803  0.204427
   946.0     305.0  0.864717  0.205729
   947.0     304.5  0.865631  0.207031
   948.0     237.1  0.866545  0.382487
   949.0     236.8  0.867459  0.383464
   950.0     236.4  0.868373  0.384440
   951.0     301.5  0.869287  0.214844
   952.0     301.0  0.870201  0.216146
   953.0     300.0  0.871115  0.218750
   954.0     235.2  0.872029  0.387370
   955.0     234.9  0.872943  0.388346
   956.0     265.9  0.873857  0.307454
   957.0     297.0  0.874771  0.226562
   958.0     296.0  0.875686  0.229167
   959.0     295.0  0.876600  0.231771
   960.0     264.2  0.877514  0.312012
   961.0     233.4  0.878428  0.392253
   962.0     233.0  0.879342  0.393229
   963.0     292.0  0.880256  0.239583
   964.0     291.0  0.881170  0.242188
   965.0     290.5  0.882084  0.243490
   966.0     231.9  0.882998  0.396159
   967.0     231.5  0.883912  0.397135
   968.0     231.1  0.884826  0.398112
   969.0     287.0  0.885740  0.252604
   970.0     286.5  0.886654  0.253906
   971.0     286.0  0.887569  0.255208
   972.0     230.0  0.888483  0.401042
   973.0     229.6  0.889397  0.402018
   974.0     256.3  0.890311  0.332520
   975.0     283.0  0.891225  0.263021
   976.0     282.0  0.892139  0.265625
   977.0     281.0  0.893053  0.268229
   978.0     228.1  0.893967  0.405924
   979.0     227.8  0.894881  0.406901
   980.0     227.4  0.895795  0.407878
   981.0     277.0  0.896709  0.278646
   982.0     276.0  0.897623  0.281250
   983.0     275.5  0.898537  0.282552
   984.0     231.4  0.899452  0.397280
   985.0     245.0  0.900366  0.362076
   986.0     258.5  0.901280  0.326871
   987.0     272.0  0.902194  0.291667
   988.0     271.0  0.903108  0.294271
   989.0     270.0  0.904022  0.296875
   990.0     217.7  0.904936  0.433036
   991.0     217.3  0.905850  0.434152
   992.0     241.9  0.906764  0.370071
   993.0     266.5  0.907678  0.305990
   994.0     265.0  0.908592  0.309896
   995.0     264.0  0.909506  0.312500
   996.0     221.8  0.910420  0.422526
   997.0     221.6  0.911335  0.423014
   998.0     221.4  0.912249  0.423503
   999.0     261.0  0.913163  0.320312
  1000.0     259.5  0.914077  0.324219
  1001.0     258.0  0.914991  0.328125
  1002.0     238.8  0.915905  0.378255
  1003.0     219.5  0.916819  0.428385
  1004.0     219.1  0.917733  0.429362
  1005.0     255.0  0.918647  0.335938
  1006.0     254.0  0.919561  0.338542
  1007.0     253.0  0.920475  0.341146
  1008.0     217.6  0.921389  0.433268
  1009.0     220.8  0.922303  0.425058
  1010.0     216.5  0.923218  0.436198
  1011.0     248.5  0.924132  0.352865
  1012.0     248.0  0.925046  0.354167
  1013.0     247.0  0.925960  0.356771
  1014.0     215.4  0.926874  0.439128
  1015.0     215.0  0.927788  0.440104
  1016.0     217.7  0.928702  0.433160
  1017.0     242.0  0.929616  0.369792
  1018.0     241.0  0.930530  0.372396
  1019.0     240.0  0.931444  0.375000
  1020.0     212.8  0.932358  0.445964
  1021.0     212.4  0.933272  0.446940
  1022.0     212.0  0.934186  0.447917
  1023.0     236.0  0.935101  0.385417
  1024.0     235.0  0.936015  0.388021
  1025.0     233.5  0.936929  0.391927
  1026.0     210.1  0.937843  0.452799
  1027.0     206.9  0.938757  0.461310
  1028.0     209.8  0.939671  0.453776
  1029.0     230.0  0.940585  0.401042
  1030.0     229.0  0.941499  0.403646
  1031.0     228.0  0.942413  0.406250
  1032.0     210.1  0.943327  0.452836
  1033.0     207.5  0.944241  0.459635
  1034.0     207.1  0.945155  0.460612
  1035.0     223.0  0.946069  0.419271
  1036.0     222.0  0.946984  0.421875
  1037.0     221.0  0.947898  0.424479
  1038.0     207.0  0.948812  0.460938
  1039.0     204.9  0.949726  0.466471
  1040.0     204.5  0.950640  0.467448
  1041.0     215.5  0.951554  0.438802
  1042.0     214.0  0.952468  0.442708
  1043.0     213.0  0.953382  0.445312
  1044.0     202.6  0.954296  0.472331
  1045.0     202.2  0.955210  0.473307
  1046.0     201.9  0.956124  0.474284
  1047.0     209.0  0.957038  0.455729
  1048.0     207.5  0.957952  0.459635
  1049.0     206.0  0.958867  0.463542
  1050.0     200.0  0.959781  0.479167
  1051.0     199.6  0.960695  0.480143
  1052.0     199.2  0.961609  0.481120
  1053.0     202.0  0.962523  0.473958
  1054.0     200.5  0.963437  0.477865
  1055.0     199.0  0.964351  0.481771
  1056.0     197.4  0.965265  0.485863
  1057.0     196.8  0.966179  0.487630
  1058.0     196.2  0.967093  0.488932
  1059.0     194.0  0.968007  0.494792
  1060.0     193.0  0.968921  0.497396
  1061.0     192.0  0.969835  0.500000
  1062.0     194.8  0.970750  0.492839
  1063.0     193.7  0.971664  0.495660
  1064.0     193.6  0.972578  0.495768
  1065.0     187.0  0.973492  0.513021
  1066.0     185.5  0.974406  0.516927
  1067.0     184.0  0.975320  0.520833
  1068.0     191.8  0.976234  0.500651
  1069.0     191.4  0.977148  0.501628
  1070.0     189.7  0.978062  0.506076
  1071.0     179.0  0.978976  0.533854
  1072.0     178.0  0.979890  0.536458
  1073.0     176.5  0.980804  0.540365
  1074.0     188.8  0.981718  0.508464
  1075.0     188.4  0.982633  0.509440
  1076.0     188.0  0.983547  0.510417
  1077.0     171.5  0.984461  0.553385
  1078.0     170.0  0.985375  0.557292
  1079.0     169.0  0.986289  0.559896
  1080.0     177.4  0.987203  0.538086
  1081.0     185.8  0.988117  0.516276
  1082.0     181.0  0.989031  0.528646
  1083.0     163.5  0.989945  0.574219
  1084.0     162.0  0.990859  0.578125
  1085.0     161.0  0.991773  0.580729
  1086.0     180.3  0.992687  0.530382
  1087.0     182.4  0.993601  0.525065
  1088.0     182.0  0.994516  0.526042
  1089.0     155.5  0.995430  0.595052
  1090.0     154.0  0.996344  0.598958
  1091.0     152.5  0.997258  0.602865
  1092.0     179.8  0.998172  0.531901
  1093.0     179.4  0.999086  0.532878
