wavelength,transmission
364.27320490367777,2.8661257606490875
368.2136602451839,1.4543610547667343
373.99299474605954,0.6267748478701831
381.8739054290718,0.3590263691683573
394.4833625218914,0.6267748478701831
412.34676007005254,0.876267748478702
440.71803852889667,0.6937119675456391
491.68126094570925,0.7393509127789049
568.1260945709282,0.3042596348884383
646.6725043782837,0.32555780933062906
699.4746059544659,0.4594320486815415
763.0472854640981,0.3346855983772823
804.2907180385289,0.2677484787018254
848.9492119089316,0.33772819472616655
895.9719789842381,0.7271805273833674
939.0542907180386,1.3691683569979716
971.1033274956217,2.02028397565923
990.0175131348512,2.40973630831643
1000.7880910683014,2.6409736308316436
